,countyCode,County,State,county_state,total_claims
480,13285,Troup,GA,"Troup County, GA",1660981.0
481,13287,Turner,GA,"Turner County, GA",0.0
482,13289,Twiggs,GA,"Twiggs County, GA",1563.0
483,13291,Union,GA,"Union County, GA",826423.0
484,13293,Upson,GA,"Upson County, GA",270762.0
485,13295,Walker,GA,"Walker County, GA",3758859.0
486,13297,Walton,GA,"Walton County, GA",222470.0
487,13299,Ware,GA,"Ware County, GA",192364.0
488,13303,Washington,GA,"Washington County, GA",298072.0
489,13305,Wayne,GA,"Wayne County, GA",56188.0
490,13309,Wheeler,GA,"Wheeler County, GA",73793.0
491,13311,White,GA,"White County, GA",968215.0
492,13313,Whitfield,GA,"Whitfield County, GA",4708320.0
493,13321,Worth,GA,"Worth County, GA",480591.0
494,15001,Hawaii,HI,"Hawaii County, HI",20029943.0
495,15003,Honolulu,HI,"Honolulu County, HI",56883415.0
496,15007,Kauai,HI,"Kauai County, HI",45823401.0
497,15009,Maui,HI,"Maui County, HI",8537678.0
498,16001,Ada,ID,"Ada County, ID",491556.0
499,16003,Adams,ID,"Adams County, ID",9388.0
500,16005,Bannock,ID,"Bannock County, ID",111648.0
501,16009,Benewah,ID,"Benewah County, ID",618103.0
502,16011,Bingham,ID,"Bingham County, ID",99483.0
503,16013,Blaine,ID,"Blaine County, ID",3678855.0
504,16015,Boise,ID,"Boise County, ID",35645.0
505,16017,Bonner,ID,"Bonner County, ID",156037.0
506,16019,Bonneville,ID,"Bonneville County, ID",39668.0
507,16021,Boundary,ID,"Boundary County, ID",8395.0
508,16027,Canyon,ID,"Canyon County, ID",99929.0
509,16029,Caribou,ID,"Caribou County, ID",8023.0
510,16031,Cassia,ID,"Cassia County, ID",63440.0
511,16035,Clearwater,ID,"Clearwater County, ID",36548.0
512,16037,Custer,ID,"Custer County, ID",1902.0
513,16039,Elmore,ID,"Elmore County, ID",108025.0
514,16041,Franklin,ID,"Franklin County, ID",2525.0
515,16043,Fremont,ID,"Fremont County, ID",40505.0
516,16045,Gem,ID,"Gem County, ID",13823.0
517,16047,Gooding,ID,"Gooding County, ID",33879.0
518,16049,Idaho,ID,"Idaho County, ID",9891.0
519,16051,Jefferson,ID,"Jefferson County, ID",115665.0
520,16053,Jerome,ID,"Jerome County, ID",0.0
521,16055,Kootenai,ID,"Kootenai County, ID",765909.0
522,16057,Latah,ID,"Latah County, ID",559139.0
523,16059,Lemhi,ID,"Lemhi County, ID",238631.0
524,16063,Lincoln,ID,"Lincoln County, ID",35511.0
525,16065,Madison,ID,"Madison County, ID",19923.0
526,16067,Minidoka,ID,"Minidoka County, ID",187291.0
527,16069,Nez Perce,ID,"Nez Perce County, ID",30562.0
528,16071,Oneida,ID,"Oneida County, ID",0.0
529,16075,Payette,ID,"Payette County, ID",246820.0
530,16079,Shoshone,ID,"Shoshone County, ID",923634.0
531,16081,Teton,ID,"Teton County, ID",11401.0
532,16083,Twin Falls,ID,"Twin Falls County, ID",24033.0
533,16085,Valley,ID,"Valley County, ID",16508.0
534,16087,Washington,ID,"Washington County, ID",990654.0
535,17001,Adams,IL,"Adams County, IL",10860435.0
536,17003,Alexander,IL,"Alexander County, IL",2987885.0
537,17005,Bond,IL,"Bond County, IL",282175.0
538,17007,Boone,IL,"Boone County, IL",271254.0
539,17009,Brown,IL,"Brown County, IL",397077.0
540,17011,Bureau,IL,"Bureau County, IL",244263.0
541,17013,Calhoun,IL,"Calhoun County, IL",16263606.0
542,17015,Carroll,IL,"Carroll County, IL",746505.0
543,17017,Cass,IL,"Cass County, IL",903119.0
544,17019,Champaign,IL,"Champaign County, IL",2041960.0
545,17021,Christian,IL,"Christian County, IL",193976.0
546,17023,Clark,IL,"Clark County, IL",208531.0
547,17025,Clay,IL,"Clay County, IL",28581.0
548,17027,Clinton,IL,"Clinton County, IL",671969.0
549,17029,Coles,IL,"Coles County, IL",820380.0
550,17031,Cook,IL,"Cook County, IL",141175109.0
551,17033,Crawford,IL,"Crawford County, IL",483076.0
552,17035,Cumberland,IL,"Cumberland County, IL",12611.0
553,17037,DeKalb,IL,"DeKalb County, IL",4644443.0
554,17039,De Witt,IL,"De Witt County, IL",377137.0
555,17041,Douglas,IL,"Douglas County, IL",1158185.0
556,17043,DuPage,IL,"DuPage County, IL",55262932.0
557,17045,Edgar,IL,"Edgar County, IL",41921.0
558,17049,Effingham,IL,"Effingham County, IL",52263.0
559,17051,Fayette,IL,"Fayette County, IL",4323.0
560,17053,Ford,IL,"Ford County, IL",3539.0
561,17055,Franklin,IL,"Franklin County, IL",555203.0
562,17057,Fulton,IL,"Fulton County, IL",2746098.0
563,17059,Gallatin,IL,"Gallatin County, IL",842389.0
564,17061,Greene,IL,"Greene County, IL",1479084.0
565,17063,Grundy,IL,"Grundy County, IL",6826699.0
566,17065,Hamilton,IL,"Hamilton County, IL",37443.0
567,17067,Hancock,IL,"Hancock County, IL",8468035.0
568,17069,Hardin,IL,"Hardin County, IL",209904.0
569,17071,Henderson,IL,"Henderson County, IL",9844568.0
570,17073,Henry,IL,"Henry County, IL",1585296.0
571,17075,Iroquois,IL,"Iroquois County, IL",14395086.0
572,17077,Jackson,IL,"Jackson County, IL",1428656.0
573,17079,Jasper,IL,"Jasper County, IL",128951.0
574,17081,Jefferson,IL,"Jefferson County, IL",215864.0
575,17083,Jersey,IL,"Jersey County, IL",23095803.0
576,17085,Jo Daviess,IL,"Jo Daviess County, IL",3814403.0
577,17087,Johnson,IL,"Johnson County, IL",12124.0
578,17089,Kane,IL,"Kane County, IL",11410492.0
579,17091,Kankakee,IL,"Kankakee County, IL",9685881.0
580,17093,Kendall,IL,"Kendall County, IL",3042229.0
581,17095,Knox,IL,"Knox County, IL",362051.0
582,17097,Lake,IL,"Lake County, IL",26768279.0
583,17099,LaSalle,IL,"LaSalle County, IL",12188133.0
584,17101,Lawrence,IL,"Lawrence County, IL",272258.0
585,17103,Lee,IL,"Lee County, IL",730450.0
586,17105,Livingston,IL,"Livingston County, IL",1966898.0
587,17107,Logan,IL,"Logan County, IL",113428.0
588,17109,McDonough,IL,"McDonough County, IL",132983.0
589,17111,McHenry,IL,"McHenry County, IL",7163704.0
590,17113,McLean,IL,"McLean County, IL",1894431.0
591,17115,Macon,IL,"Macon County, IL",1469274.0
592,17117,Macoupin,IL,"Macoupin County, IL",272097.0
593,17119,Madison,IL,"Madison County, IL",7934595.0
594,17121,Marion,IL,"Marion County, IL",534480.0
595,17123,Marshall,IL,"Marshall County, IL",708159.0
596,17125,Mason,IL,"Mason County, IL",3145207.0
597,17127,Massac,IL,"Massac County, IL",2382187.0
598,17129,Menard,IL,"Menard County, IL",162612.0
599,17131,Mercer,IL,"Mercer County, IL",1356069.0
600,17133,Monroe,IL,"Monroe County, IL",22294425.0
601,17135,Montgomery,IL,"Montgomery County, IL",258054.0
602,17137,Morgan,IL,"Morgan County, IL",1637914.0
603,17139,Moultrie,IL,"Moultrie County, IL",120662.0
604,17141,Ogle,IL,"Ogle County, IL",3220809.0
605,17143,Peoria,IL,"Peoria County, IL",22990047.0
606,17145,Perry,IL,"Perry County, IL",64582.0
607,17147,Piatt,IL,"Piatt County, IL",363756.0
608,17149,Pike,IL,"Pike County, IL",6942831.0
609,17151,Pope,IL,"Pope County, IL",657.0
610,17153,Pulaski,IL,"Pulaski County, IL",77061.0
611,17155,Putnam,IL,"Putnam County, IL",1039253.0
612,17157,Randolph,IL,"Randolph County, IL",2313848.0
613,17159,Richland,IL,"Richland County, IL",198525.0
614,17161,Rock Island,IL,"Rock Island County, IL",17971033.0
615,17163,St. Clair,IL,"St. Clair County, IL",4322676.0
616,17165,Saline,IL,"Saline County, IL",380224.0
617,17167,Sangamon,IL,"Sangamon County, IL",3596967.0
618,17169,Schuyler,IL,"Schuyler County, IL",326830.0
619,17171,Scott,IL,"Scott County, IL",131801.0
620,17173,Shelby,IL,"Shelby County, IL",64185.0
621,17175,Stark,IL,"Stark County, IL",0.0
622,17177,Stephenson,IL,"Stephenson County, IL",3022110.0
623,17179,Tazewell,IL,"Tazewell County, IL",1947277.0
624,17181,Union,IL,"Union County, IL",443119.0
625,17183,Vermilion,IL,"Vermilion County, IL",2150682.0
626,17185,Wabash,IL,"Wabash County, IL",30378.0
627,17187,Warren,IL,"Warren County, IL",163253.0
628,17189,Washington,IL,"Washington County, IL",83413.0
629,17191,Wayne,IL,"Wayne County, IL",71380.0
630,17193,White,IL,"White County, IL",1182116.0
631,17195,Whiteside,IL,"Whiteside County, IL",2102909.0
632,17197,Will,IL,"Will County, IL",20977011.0
633,17199,Williamson,IL,"Williamson County, IL",2111942.0
634,17201,Winnebago,IL,"Winnebago County, IL",25382184.0
635,17203,Woodford,IL,"Woodford County, IL",5604045.0
636,18001,Adams,IN,"Adams County, IN",1210158.0
637,18003,Allen,IN,"Allen County, IN",15672012.0
638,18005,Bartholomew,IN,"Bartholomew County, IN",14351175.0
639,18009,Blackford,IN,"Blackford County, IN",1516.0
640,18011,Boone,IN,"Boone County, IN",654033.0
641,18013,Brown,IN,"Brown County, IN",4885103.0
642,18015,Carroll,IN,"Carroll County, IN",15111697.0
643,18017,Cass,IN,"Cass County, IN",840669.0
644,18019,Clark,IN,"Clark County, IN",12687020.0
645,18021,Clay,IN,"Clay County, IN",469156.0
646,18023,Clinton,IN,"Clinton County, IN",371586.0
647,18025,Crawford,IN,"Crawford County, IN",2157615.0
648,18027,Daviess,IN,"Daviess County, IN",58964.0
649,18029,Dearborn,IN,"Dearborn County, IN",1835938.0
650,18031,Decatur,IN,"Decatur County, IN",843143.0
651,18033,DeKalb,IN,"DeKalb County, IN",1508058.0
652,18035,Delaware,IN,"Delaware County, IN",2588501.0
653,18037,Dubois,IN,"Dubois County, IN",237281.0
654,18039,Elkhart,IN,"Elkhart County, IN",3769494.0
655,18041,Fayette,IN,"Fayette County, IN",131777.0
656,18043,Floyd,IN,"Floyd County, IN",3639891.0
657,18045,Fountain,IN,"Fountain County, IN",33651.0
658,18047,Franklin,IN,"Franklin County, IN",733356.0
659,18049,Fulton,IN,"Fulton County, IN",2084061.0
660,18051,Gibson,IN,"Gibson County, IN",500334.0
661,18053,Grant,IN,"Grant County, IN",1705144.0
662,18055,Greene,IN,"Greene County, IN",115201.0
663,18057,Hamilton,IN,"Hamilton County, IN",3798478.0
664,18059,Hancock,IN,"Hancock County, IN",996316.0
665,18061,Harrison,IN,"Harrison County, IN",4202290.0
666,18063,Hendricks,IN,"Hendricks County, IN",661321.0
667,18065,Henry,IN,"Henry County, IN",96713.0
668,18067,Howard,IN,"Howard County, IN",9058069.0
669,18069,Huntington,IN,"Huntington County, IN",1096528.0
670,18071,Jackson,IN,"Jackson County, IN",964194.0
671,18073,Jasper,IN,"Jasper County, IN",1555660.0
672,18075,Jay,IN,"Jay County, IN",523388.0
673,18077,Jefferson,IN,"Jefferson County, IN",4058892.0
674,18079,Jennings,IN,"Jennings County, IN",102223.0
675,18081,Johnson,IN,"Johnson County, IN",12301281.0
676,18083,Knox,IN,"Knox County, IN",837516.0
677,18085,Kosciusko,IN,"Kosciusko County, IN",4206326.0
678,18087,LaGrange,IN,"LaGrange County, IN",626682.0
679,18089,Lake,IN,"Lake County, IN",48657728.0
680,18091,LaPorte,IN,"LaPorte County, IN",825308.0
681,18093,Lawrence,IN,"Lawrence County, IN",825161.0
682,18095,Madison,IN,"Madison County, IN",3183080.0
683,18097,Marion,IN,"Marion County, IN",16702969.0
684,18099,Marshall,IN,"Marshall County, IN",1555617.0
685,18101,Martin,IN,"Martin County, IN",135953.0
686,18103,Miami,IN,"Miami County, IN",196464.0
687,18105,Monroe,IN,"Monroe County, IN",3394498.0
688,18107,Montgomery,IN,"Montgomery County, IN",370594.0
689,18109,Morgan,IN,"Morgan County, IN",8510128.0
690,18111,Newton,IN,"Newton County, IN",677187.0
691,18113,Noble,IN,"Noble County, IN",2253887.0
692,18115,Ohio,IN,"Ohio County, IN",110874.0
693,18117,Orange,IN,"Orange County, IN",1334430.0
694,18119,Owen,IN,"Owen County, IN",3092808.0
695,18121,Parke,IN,"Parke County, IN",227354.0
696,18123,Perry,IN,"Perry County, IN",270701.0
697,18125,Pike,IN,"Pike County, IN",44000.0
698,18127,Porter,IN,"Porter County, IN",2328024.0
699,18129,Posey,IN,"Posey County, IN",2058708.0
700,18131,Pulaski,IN,"Pulaski County, IN",2297618.0
701,18133,Putnam,IN,"Putnam County, IN",484612.0
702,18135,Randolph,IN,"Randolph County, IN",56903.0
703,18137,Ripley,IN,"Ripley County, IN",112856.0
704,18139,Rush,IN,"Rush County, IN",97165.0
705,18141,St. Joseph,IN,"St. Joseph County, IN",1340857.0
706,18143,Scott,IN,"Scott County, IN",64832.0
707,18145,Shelby,IN,"Shelby County, IN",2643822.0
708,18147,Spencer,IN,"Spencer County, IN",204549.0
709,18149,Starke,IN,"Starke County, IN",425966.0
710,18151,Steuben,IN,"Steuben County, IN",198006.0
711,18153,Sullivan,IN,"Sullivan County, IN",42215.0
712,18155,Switzerland,IN,"Switzerland County, IN",1212377.0
713,18157,Tippecanoe,IN,"Tippecanoe County, IN",3074577.0
714,18159,Tipton,IN,"Tipton County, IN",1535747.0
715,18161,Union,IN,"Union County, IN",50520.0
716,18163,Vanderburgh,IN,"Vanderburgh County, IN",6580323.0
717,18165,Vermillion,IN,"Vermillion County, IN",411142.0
718,18167,Vigo,IN,"Vigo County, IN",17036839.0
719,18169,Wabash,IN,"Wabash County, IN",442934.0
720,18171,Warren,IN,"Warren County, IN",1983.0
721,18173,Warrick,IN,"Warrick County, IN",583661.0
722,18175,Washington,IN,"Washington County, IN",2739615.0
723,18177,Wayne,IN,"Wayne County, IN",400642.0
724,18179,Wells,IN,"Wells County, IN",726720.0
725,18181,White,IN,"White County, IN",4240464.0
726,18183,Whitley,IN,"Whitley County, IN",133252.0
727,19003,Adams,IA,"Adams County, IA",212517.0
728,19005,Allamakee,IA,"Allamakee County, IA",84196.0
729,19007,Appanoose,IA,"Appanoose County, IA",56314.0
730,19009,Audubon,IA,"Audubon County, IA",126927.0
731,19011,Benton,IA,"Benton County, IA",2030329.0
732,19013,Black Hawk,IA,"Black Hawk County, IA",25837129.0
733,19015,Boone,IA,"Boone County, IA",447510.0
734,19017,Bremer,IA,"Bremer County, IA",14197062.0
735,19019,Buchanan,IA,"Buchanan County, IA",3146626.0
736,19021,Buena Vista,IA,"Buena Vista County, IA",0.0
737,19023,Butler,IA,"Butler County, IA",7065910.0
738,19025,Calhoun,IA,"Calhoun County, IA",1456.0
739,19027,Carroll,IA,"Carroll County, IA",360246.0
740,19029,Cass,IA,"Cass County, IA",337593.0
741,19031,Cedar,IA,"Cedar County, IA",917169.0
742,19033,Cerro Gordo,IA,"Cerro Gordo County, IA",3176873.0
743,19035,Cherokee,IA,"Cherokee County, IA",896344.0
744,19037,Chickasaw,IA,"Chickasaw County, IA",760315.0
745,19041,Clay,IA,"Clay County, IA",37686.0
746,19043,Clayton,IA,"Clayton County, IA",3055901.0
747,19045,Clinton,IA,"Clinton County, IA",1194920.0
748,19047,Crawford,IA,"Crawford County, IA",1703401.0
749,19049,Dallas,IA,"Dallas County, IA",331770.0
750,19053,Decatur,IA,"Decatur County, IA",24323.0
751,19055,Delaware,IA,"Delaware County, IA",4022160.0
752,19057,Des Moines,IA,"Des Moines County, IA",10114141.0
753,19059,Dickinson,IA,"Dickinson County, IA",55300.0
754,19061,Dubuque,IA,"Dubuque County, IA",1947465.0
755,19063,Emmet,IA,"Emmet County, IA",43812.0
756,19065,Fayette,IA,"Fayette County, IA",862891.0
757,19067,Floyd,IA,"Floyd County, IA",4300843.0
758,19069,Franklin,IA,"Franklin County, IA",41006.0
759,19071,Fremont,IA,"Fremont County, IA",12291490.0
760,19073,Greene,IA,"Greene County, IA",14565.0
761,19075,Grundy,IA,"Grundy County, IA",31395.0
762,19077,Guthrie,IA,"Guthrie County, IA",156933.0
763,19079,Hamilton,IA,"Hamilton County, IA",194238.0
764,19081,Hancock,IA,"Hancock County, IA",7979.0
765,19083,Hardin,IA,"Hardin County, IA",188633.0
766,19085,Harrison,IA,"Harrison County, IA",3226408.0
767,19087,Henry,IA,"Henry County, IA",0.0
768,19089,Howard,IA,"Howard County, IA",24205.0
769,19091,Humboldt,IA,"Humboldt County, IA",231008.0
770,19093,Ida,IA,"Ida County, IA",35667.0
771,19095,Iowa,IA,"Iowa County, IA",267014.0
772,19097,Jackson,IA,"Jackson County, IA",365296.0
773,19099,Jasper,IA,"Jasper County, IA",681170.0
774,19103,Johnson,IA,"Johnson County, IA",31388599.0
775,19105,Jones,IA,"Jones County, IA",4062088.0
776,19107,Keokuk,IA,"Keokuk County, IA",31712.0
777,19109,Kossuth,IA,"Kossuth County, IA",22662.0
778,19111,Lee,IA,"Lee County, IA",3952995.0
779,19113,Linn,IA,"Linn County, IA",66137074.0
780,19115,Louisa,IA,"Louisa County, IA",4125530.0
781,19117,Lucas,IA,"Lucas County, IA",19113.0
782,19119,Lyon,IA,"Lyon County, IA",1254918.0
783,19121,Madison,IA,"Madison County, IA",98909.0
784,19123,Mahaska,IA,"Mahaska County, IA",134429.0
785,19125,Marion,IA,"Marion County, IA",486469.0
786,19127,Marshall,IA,"Marshall County, IA",175226.0
787,19129,Mills,IA,"Mills County, IA",6390059.0
788,19131,Mitchell,IA,"Mitchell County, IA",295108.0
789,19133,Monona,IA,"Monona County, IA",626900.0
790,19135,Monroe,IA,"Monroe County, IA",355.0
791,19137,Montgomery,IA,"Montgomery County, IA",238405.0
792,19139,Muscatine,IA,"Muscatine County, IA",5019172.0
793,19141,O'Brien,IA,"O'Brien County, IA",22534.0
794,19145,Page,IA,"Page County, IA",6833.0
795,19147,Palo Alto,IA,"Palo Alto County, IA",7834.0
796,19149,Plymouth,IA,"Plymouth County, IA",231890.0
797,19153,Polk,IA,"Polk County, IA",36547108.0
798,19155,Pottawattamie,IA,"Pottawattamie County, IA",10327421.0
799,19161,Sac,IA,"Sac County, IA",0.0
800,19163,Scott,IA,"Scott County, IA",32665542.0
801,19165,Shelby,IA,"Shelby County, IA",257666.0
802,19167,Sioux,IA,"Sioux County, IA",167670.0
803,19169,Story,IA,"Story County, IA",12923059.0
804,19171,Tama,IA,"Tama County, IA",1396473.0
805,19173,Taylor,IA,"Taylor County, IA",32741.0
806,19175,Union,IA,"Union County, IA",126542.0
807,19177,Van Buren,IA,"Van Buren County, IA",529619.0
808,19179,Wapello,IA,"Wapello County, IA",2295128.0
809,19181,Warren,IA,"Warren County, IA",247620.0
810,19183,Washington,IA,"Washington County, IA",188706.0
811,19187,Webster,IA,"Webster County, IA",2654930.0
812,19189,Winnebago,IA,"Winnebago County, IA",186.0
813,19191,Winneshiek,IA,"Winneshiek County, IA",364742.0
814,19193,Woodbury,IA,"Woodbury County, IA",1248922.0
815,19195,Worth,IA,"Worth County, IA",7347.0
816,19197,Wright,IA,"Wright County, IA",0.0
817,20001,Allen,KS,"Allen County, KS",2864007.0
818,20003,Anderson,KS,"Anderson County, KS",190554.0
819,20005,Atchison,KS,"Atchison County, KS",35366.0
820,20007,Barber,KS,"Barber County, KS",1219.0
821,20009,Barton,KS,"Barton County, KS",2377141.0
822,20011,Bourbon,KS,"Bourbon County, KS",2438107.0
823,20015,Butler,KS,"Butler County, KS",10106307.0
824,20017,Chase,KS,"Chase County, KS",232825.0
825,20019,Chautauqua,KS,"Chautauqua County, KS",439.0
826,20021,Cherokee,KS,"Cherokee County, KS",1545367.0
827,20027,Clay,KS,"Clay County, KS",10746.0
828,20029,Cloud,KS,"Cloud County, KS",35000.0
829,20031,Coffey,KS,"Coffey County, KS",134622.0
830,20035,Cowley,KS,"Cowley County, KS",2968810.0
831,20037,Crawford,KS,"Crawford County, KS",1685737.0
832,20041,Dickinson,KS,"Dickinson County, KS",174150.0
833,20043,Doniphan,KS,"Doniphan County, KS",911207.0
834,20045,Douglas,KS,"Douglas County, KS",2196151.0
835,20047,Edwards,KS,"Edwards County, KS",1669.0
836,20049,Elk,KS,"Elk County, KS",25000.0
837,20051,Ellis,KS,"Ellis County, KS",270462.0
838,20053,Ellsworth,KS,"Ellsworth County, KS",54534.0
839,20055,Finney,KS,"Finney County, KS",31984.0
840,20057,Ford,KS,"Ford County, KS",142660.0
841,20059,Franklin,KS,"Franklin County, KS",872187.0
842,20061,Geary,KS,"Geary County, KS",215419.0
843,20067,Grant,KS,"Grant County, KS",1882.0
844,20073,Greenwood,KS,"Greenwood County, KS",5496.0
845,20077,Harper,KS,"Harper County, KS",0.0
846,20079,Harvey,KS,"Harvey County, KS",3336355.0
847,20085,Jackson,KS,"Jackson County, KS",103609.0
848,20087,Jefferson,KS,"Jefferson County, KS",1107309.0
849,20089,Jewell,KS,"Jewell County, KS",11856.0
850,20091,Johnson,KS,"Johnson County, KS",12487538.0
851,20093,Kearny,KS,"Kearny County, KS",0.0
852,20095,Kingman,KS,"Kingman County, KS",992565.0
853,20097,Kiowa,KS,"Kiowa County, KS",0.0
854,20099,Labette,KS,"Labette County, KS",1832248.0
855,20103,Leavenworth,KS,"Leavenworth County, KS",2748560.0
856,20105,Lincoln,KS,"Lincoln County, KS",1276.0
857,20107,Linn,KS,"Linn County, KS",88974.0
858,20111,Lyon,KS,"Lyon County, KS",939817.0
859,20113,McPherson,KS,"McPherson County, KS",150776.0
860,20115,Marion,KS,"Marion County, KS",368239.0
861,20117,Marshall,KS,"Marshall County, KS",189951.0
862,20119,Meade,KS,"Meade County, KS",0.0
863,20121,Miami,KS,"Miami County, KS",1079301.0
864,20123,Mitchell,KS,"Mitchell County, KS",153686.0
865,20125,Montgomery,KS,"Montgomery County, KS",5476465.0
866,20131,Nemaha,KS,"Nemaha County, KS",27708.0
867,20133,Neosho,KS,"Neosho County, KS",1530452.0
868,20135,Ness,KS,"Ness County, KS",0.0
869,20139,Osage,KS,"Osage County, KS",185528.0
870,20141,Osborne,KS,"Osborne County, KS",167600.0
871,20143,Ottawa,KS,"Ottawa County, KS",120072.0
872,20145,Pawnee,KS,"Pawnee County, KS",12501.0
873,20149,Pottawatomie,KS,"Pottawatomie County, KS",367154.0
874,20151,Pratt,KS,"Pratt County, KS",2009.0
875,20155,Reno,KS,"Reno County, KS",1259082.0
876,20157,Republic,KS,"Republic County, KS",98319.0
877,20159,Rice,KS,"Rice County, KS",373162.0
878,20161,Riley,KS,"Riley County, KS",9340182.0
879,20165,Rush,KS,"Rush County, KS",16046.0
880,20169,Saline,KS,"Saline County, KS",4572368.0
881,20173,Sedgwick,KS,"Sedgwick County, KS",12765485.0
882,20175,Seward,KS,"Seward County, KS",113977.0
883,20177,Shawnee,KS,"Shawnee County, KS",3700090.0
884,20191,Sumner,KS,"Sumner County, KS",3355940.0
885,20193,Thomas,KS,"Thomas County, KS",0.0
886,20197,Wabaunsee,KS,"Wabaunsee County, KS",33206.0
887,20201,Washington,KS,"Washington County, KS",0.0
888,20205,Wilson,KS,"Wilson County, KS",1469115.0
889,20209,Wyandotte,KS,"Wyandotte County, KS",9981572.0
890,21001,Adair,KY,"Adair County, KY",41889.0
891,21003,Allen,KY,"Allen County, KY",534917.0
892,21005,Anderson,KY,"Anderson County, KY",590855.0
893,21007,Ballard,KY,"Ballard County, KY",511287.0
894,21009,Barren,KY,"Barren County, KY",69544.0
895,21011,Bath,KY,"Bath County, KY",1386930.0
896,21013,Bell,KY,"Bell County, KY",7797619.0
897,21015,Boone,KY,"Boone County, KY",329820.0
898,21017,Bourbon,KY,"Bourbon County, KY",6475443.0
899,21019,Boyd,KY,"Boyd County, KY",6511079.0
900,21021,Boyle,KY,"Boyle County, KY",131986.0
901,21023,Bracken,KY,"Bracken County, KY",1912732.0
902,21025,Breathitt,KY,"Breathitt County, KY",2065234.0
903,21027,Breckinridge,KY,"Breckinridge County, KY",325192.0
904,21029,Bullitt,KY,"Bullitt County, KY",4405064.0
905,21031,Butler,KY,"Butler County, KY",243814.0
906,21033,Caldwell,KY,"Caldwell County, KY",218608.0
907,21035,Calloway,KY,"Calloway County, KY",1022320.0
908,21037,Campbell,KY,"Campbell County, KY",5052745.0
909,21039,Carlisle,KY,"Carlisle County, KY",2507.0
910,21041,Carroll,KY,"Carroll County, KY",689492.0
911,21043,Carter,KY,"Carter County, KY",8395510.0
912,21045,Casey,KY,"Casey County, KY",2937836.0
913,21047,Christian,KY,"Christian County, KY",17217661.0
914,21049,Clark,KY,"Clark County, KY",5441479.0
915,21051,Clay,KY,"Clay County, KY",540875.0
916,21055,Crittenden,KY,"Crittenden County, KY",314461.0
917,21057,Cumberland,KY,"Cumberland County, KY",165869.0
918,21059,Daviess,KY,"Daviess County, KY",2726921.0
919,21061,Edmonson,KY,"Edmonson County, KY",436.0
920,21063,Elliott,KY,"Elliott County, KY",10004.0
921,21065,Estill,KY,"Estill County, KY",1246255.0
922,21067,Fayette,KY,"Fayette County, KY",4964939.0
923,21069,Fleming,KY,"Fleming County, KY",941753.0
924,21071,Floyd,KY,"Floyd County, KY",25484752.0
925,21073,Franklin,KY,"Franklin County, KY",18405689.0
926,21075,Fulton,KY,"Fulton County, KY",315321.0
927,21077,Gallatin,KY,"Gallatin County, KY",180195.0
928,21079,Garrard,KY,"Garrard County, KY",488986.0
929,21081,Grant,KY,"Grant County, KY",4500.0
930,21083,Graves,KY,"Graves County, KY",959760.0
931,21085,Grayson,KY,"Grayson County, KY",0.0
932,21087,Green,KY,"Green County, KY",25124.0
933,21089,Greenup,KY,"Greenup County, KY",9814877.0
934,21091,Hancock,KY,"Hancock County, KY",30452.0
935,21093,Hardin,KY,"Hardin County, KY",5865237.0
936,21095,Harlan,KY,"Harlan County, KY",2346766.0
937,21097,Harrison,KY,"Harrison County, KY",3349501.0
938,21099,Hart,KY,"Hart County, KY",260176.0
939,21101,Henderson,KY,"Henderson County, KY",4617669.0
940,21103,Henry,KY,"Henry County, KY",405499.0
941,21105,Hickman,KY,"Hickman County, KY",6152.0
942,21107,Hopkins,KY,"Hopkins County, KY",436050.0
943,21109,Jackson,KY,"Jackson County, KY",187384.0
944,21111,Jefferson,KY,"Jefferson County, KY",83876233.0
945,21113,Jessamine,KY,"Jessamine County, KY",2801448.0
946,21115,Johnson,KY,"Johnson County, KY",5006919.0
947,21117,Kenton,KY,"Kenton County, KY",1990299.0
948,21119,Knott,KY,"Knott County, KY",790084.0
949,21121,Knox,KY,"Knox County, KY",838775.0
950,21123,Larue,KY,"Larue County, KY",201813.0
951,21125,Laurel,KY,"Laurel County, KY",1051272.0
952,21127,Lawrence,KY,"Lawrence County, KY",467707.0
953,21129,Lee,KY,"Lee County, KY",903333.0
954,21131,Leslie,KY,"Leslie County, KY",340640.0
955,21133,Letcher,KY,"Letcher County, KY",354823.0
956,21135,Lewis,KY,"Lewis County, KY",1988618.0
957,21137,Lincoln,KY,"Lincoln County, KY",320509.0
958,21139,Livingston,KY,"Livingston County, KY",383715.0
959,21141,Logan,KY,"Logan County, KY",313113.0
960,21145,McCracken,KY,"McCracken County, KY",5715499.0
961,21147,McCreary,KY,"McCreary County, KY",1569.0
962,21149,McLean,KY,"McLean County, KY",924323.0
963,21151,Madison,KY,"Madison County, KY",2648505.0
964,21153,Magoffin,KY,"Magoffin County, KY",2600993.0
965,21155,Marion,KY,"Marion County, KY",136282.0
966,21157,Marshall,KY,"Marshall County, KY",1028465.0
967,21159,Martin,KY,"Martin County, KY",4859408.0
968,21161,Mason,KY,"Mason County, KY",178369.0
969,21163,Meade,KY,"Meade County, KY",203596.0
970,21165,Menifee,KY,"Menifee County, KY",1060911.0
971,21167,Mercer,KY,"Mercer County, KY",3377372.0
972,21169,Metcalfe,KY,"Metcalfe County, KY",17370.0
973,21171,Monroe,KY,"Monroe County, KY",1872.0
974,21173,Montgomery,KY,"Montgomery County, KY",1748929.0
